"x"
6218.08533498633
6383.92799610162
6432.17135518072
6330.15635106316
6328.03101652364
6290.32703344623
6230.44786469935
6241.73289659416
6260.16692327158
6365.77200314251
6482.39395936839
6351.30256965832
6413.17961714712
6426.90126983809
6261.51658750935
6276.94740952158
6366.23354858966
6361.09128621252
6225.08982047751
6417.72766468323
6357.21932151224
6358.6355322371
6197.09763197177
6239.26270887648
6267.89745982943
6365.68066953807
6396.66125051678
6243.36091209266
6258.79374063745
6313.56632707342
6183.52409072265
6206.00542285794
6277.15939805348
6324.79558207869
6365.68124870319
6253.58679402987
6355.39093734445
6295.66053255476
6312.3983519445
6320.66009264753
6145.62128295315
6133.92093883634
6230.03256166672
6292.80274971003
6160.33805675075
6241.11323676079
6367.98283113317
6280.49751641357
6186.50373327125
6365.41280517829
6314.70610721449
6245.1334737724
6246.08053977769
6142.45670950079
6212.36951322141
6213.52541347652
6221.31316421108
6310.55073560658
6371.73984488136
6219.00230552938
6393.67305023979
6258.82630239863
6248.89567707404
6378.25601350678
6461.281064211
6232.08508737557
6319.62046188231
6313.24452962181
6222.42511069872
6327.49085588079
6329.77052838095
6347.3863567071
6248.73200403984
6302.45721346776
6206.98946946679
6280.20606907874
6138.6610096429
6269.9518876634
6307.67232830894
6362.20841125639
6223.20271161446
6329.42056638935
6224.45395772837
6161.96990401759
6321.41110050863
6255.46184390925
6218.89643806613
6230.04465423246
6405.4719842296
6334.98998696703
6324.73089658765
6351.96763702467
6214.31819892516
6194.74167181254
6422.0015032303
6384.37646199988
6355.09854118341
6317.78743832457
6276.94197439249
6289.14906216522
