"V1"
6488.85538850524
6557.48179713299
6483.64196275818
6565.18509455922
6474.97774723854
6500.70952546221
6385.89143802942
6460.03568546274
6462.60905881306
6506.10667260473
6485.53988657413
6490.1107561349
6529.64708901818
6638.20701583745
6493.40616198775
6478.99883922933
6479.44231808031
6439.59487808482
6425.90129083467
6551.13346929585
6499.53200908196
6566.39490510496
6517.63518736946
6499.78246728989
6418.94554535026
6465.72456472462
6505.10267672314
6450.82192519579
6493.44595967545
6484.6406001344
6467.82128573148
6525.87570559054
6522.88433679234
6579.54717099791
6532.696127119
6339.07509748634
6489.49766579109
6558.49007134386
6508.89671133141
6448.77444640246
6550.47636262121
6496.74733375665
6488.37262974
6568.63033346823
6482.8576999135
6398.51110236266
6462.66414799649
6401.29818135393
6509.46381743991
6427.37656880628
6422.76610714707
6551.15775835514
6589.57358284034
6528.73300605603
6560.6356090154
6398.77267262899
6525.40663336329
6361.89604809748
6532.84117891207
6503.03796861687
6457.02663322512
6610.22883446272
6534.29213774348
6495.31779057573
6529.38132321382
6506.31159456473
6487.89886506409
6509.96965851871
6440.2894124
6523.14167578947
6337.64738092082
6477.5505498334
6495.45133094306
6522.06524287634
6427.98544403882
6470.19325647624
6605.0741314981
6511.71747903266
6545.44105109483
6504.14280892591
6505.59016898927
6509.93258156786
6446.26850655698
6451.96937632935
6441.03315372852
6521.35713984375
6465.74803474887
6466.70327293797
6511.20872921443
6483.65521758078
6538.64489133008
6498.42401775872
6422.67508530736
6484.07426105478
6511.86177231325
6535.90137873127
6542.00713116911
6519.32845633461
6374.87789901706
6447.45514501339
